Delivery_Time,prediction,Residuals
190,192.9300226032104,-2.9300226032104035
60,60.69208314071243,-0.6920831407124268
60,60.69208314071243,-0.6920831407124268
60,60.69208314071243,-0.6920831407124268
60,60.69208314071243,-0.6920831407124268
60,60.69208314071243,-0.6920831407124268
100,107.03126916585995,-7.031269165859953
100,107.03126916585995,-7.031269165859953
100,107.03126916585995,-7.031269165859953
100,107.03126916585995,-7.031269165859953
100,107.03126916585995,-7.031269165859953
100,107.03126916585995,-7.031269165859953
90,89.88330057645967,0.11669942354032514
90,89.88330057645967,0.11669942354032514
90,89.88330057645967,0.11669942354032514
90,89.88330057645967,0.11669942354032514
50,53.5889631197337,-3.588963119733698
50,53.5889631197337,-3.588963119733698
145,146.58954041500343,-1.5895404150034267
145,146.58954041500343,-1.5895404150034267
95,90.76513907875108,4.234860921248924
95,90.76513907875108,4.234860921248924
140,138.8721669616557,1.1278330383443063
120,119.13714387172979,0.8628561282702094
120,119.13714387172979,0.8628561282702094
145,145.33182804679865,-0.3318280467986483
60,61.14207614428936,-1.142076144289362
60,61.14207614428936,-1.142076144289362
60,61.14207614428936,-1.142076144289362
60,61.14207614428936,-1.142076144289362
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
90,90.43606370289042,-0.4360637028904222
100,100.96041350959126,-0.9604135095912625
100,100.96041350959126,-0.9604135095912625
90,90.12942810781311,-0.1294281078131121
90,90.12942810781311,-0.1294281078131121
90,90.12942810781311,-0.1294281078131121
90,90.12942810781311,-0.1294281078131121
90,90.12942810781311,-0.1294281078131121
90,90.12942810781311,-0.1294281078131121
18,19.168300993529414,-1.1683009935294137
18,19.168300993529414,-1.1683009935294137
50,51.236619058249744,-1.2366190582497438
50,51.236619058249744,-1.2366190582497438
50,49.76304014818486,0.23695985181514345
50,49.76304014818486,0.23695985181514345
50,49.76304014818486,0.23695985181514345
50,49.76304014818486,0.23695985181514345
50,49.76304014818486,0.23695985181514345
50,49.76304014818486,0.23695985181514345
50,49.76304014818486,0.23695985181514345
12,13.100925646042915,-1.1009256460429153
12,13.100925646042915,-1.1009256460429153
12,13.100925646042915,-1.1009256460429153
12,13.100925646042915,-1.1009256460429153
65,66.00588007342877,-1.00588007342877
65,66.00588007342877,-1.00588007342877
65,66.00588007342877,-1.00588007342877
65,66.00588007342877,-1.00588007342877
110,109.89585943347582,0.10414056652417969
110,109.89585943347582,0.10414056652417969
110,109.89585943347582,0.10414056652417969
110,109.89585943347582,0.10414056652417969
110,109.89585943347582,0.10414056652417969
110,109.89585943347582,0.10414056652417969
110,109.89585943347582,0.10414056652417969
110,109.89585943347582,0.10414056652417969
65,67.56111672094816,-2.5611167209481636
65,67.56111672094816,-2.5611167209481636
65,67.56111672094816,-2.5611167209481636
105,104.53499444232897,0.46500555767103435
