Delivery_Time,prediction,Residuals
190,190.0,0.0
75,75.0,0.0
60,60.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
50,50.0,0.0
50,50.0,0.0
145,144.80769230769232,0.1923076923076792
145,144.80769230769232,0.1923076923076792
145,144.80769230769232,0.1923076923076792
145,144.80769230769232,0.1923076923076792
145,144.80769230769232,0.1923076923076792
145,144.80769230769232,0.1923076923076792
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
95,88.55670103092784,6.44329896907216
95,88.55670103092784,6.44329896907216
140,131.97452229299364,8.02547770700636
120,119.6,0.4000000000000057
120,119.6,0.4000000000000057
120,119.6,0.4000000000000057
120,119.6,0.4000000000000057
120,119.6,0.4000000000000057
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
100,100.0,0.0
100,100.0,0.0
90,89.05660377358491,0.9433962264150892
90,89.05660377358491,0.9433962264150892
90,89.05660377358491,0.9433962264150892
90,89.05660377358491,0.9433962264150892
90,89.05660377358491,0.9433962264150892
90,89.05660377358491,0.9433962264150892
90,89.05660377358491,0.9433962264150892
18,18.0,0.0
18,18.0,0.0
18,18.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
12,12.0,0.0
12,12.0,0.0
12,12.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
110,110.0,0.0
110,110.0,0.0
110,110.0,0.0
110,110.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
105,112.47572815533981,-7.475728155339809
105,112.47572815533981,-7.475728155339809
105,112.47572815533981,-7.475728155339809
135,135.0,0.0
115,115.0,0.0
115,115.0,0.0
150,150.0,0.0
150,150.0,0.0
150,150.0,0.0
150,150.0,0.0
150,150.0,0.0
20,20.0,0.0
20,20.0,0.0
55,55.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
70,70.0,0.0
70,70.0,0.0
70,70.0,0.0
70,70.0,0.0
70,70.0,0.0
70,70.0,0.0
70,70.0,0.0
70,70.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
95,91.50943396226415,3.490566037735846
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
110,110.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,84.81132075471699,0.18867924528301216
85,85.0,0.0
85,85.0,0.0
100,98.69565217391305,1.3043478260869534
100,98.69565217391305,1.3043478260869534
100,98.69565217391305,1.3043478260869534
100,98.69565217391305,1.3043478260869534
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
19,19.0,0.0
19,19.0,0.0
13,13.0,0.0
13,13.0,0.0
60,60.0,0.0
60,60.0,0.0
55,55.0,0.0
70,68.19383259911895,1.8061674008810513
70,68.19383259911895,1.8061674008810513
70,68.19383259911895,1.8061674008810513
70,68.19383259911895,1.8061674008810513
70,68.19383259911895,1.8061674008810513
70,68.19383259911895,1.8061674008810513
70,68.19383259911895,1.8061674008810513
70,68.19383259911895,1.8061674008810513
70,68.19383259911895,1.8061674008810513
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
130,130.0,0.0
130,130.0,0.0
90,91.50943396226415,-1.5094339622641542
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
120,120.0,0.0
55,55.0,0.0
80,80.8974358974359,-0.8974358974358978
130,126.93181818181819,3.068181818181813
130,126.93181818181819,3.068181818181813
130,126.93181818181819,3.068181818181813
130,126.93181818181819,3.068181818181813
130,126.93181818181819,3.068181818181813
130,126.93181818181819,3.068181818181813
120,126.93181818181819,-6.931818181818187
120,126.93181818181819,-6.931818181818187
100,100.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
120,112.47572815533981,7.524271844660191
120,112.47572815533981,7.524271844660191
90,90.0,0.0
90,90.0,0.0
90,89.6,0.4000000000000057
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
85,85.78125,-0.78125
85,85.78125,-0.78125
85,85.78125,-0.78125
85,85.78125,-0.78125
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
80,79.48148148148148,0.518518518518519
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
125,125.0,0.0
125,125.0,0.0
125,125.0,0.0
135,135.0,0.0
135,135.0,0.0
55,55.0,0.0
55,55.0,0.0
55,55.0,0.0
55,55.0,0.0
55,55.0,0.0
75,75.0,0.0
60,60.11904761904762,-0.1190476190476204
60,60.11904761904762,-0.1190476190476204
100,102.98913043478261,-2.9891304347826093
90,90.0,0.0
65,65.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
75,75.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
115,115.0,0.0
115,115.0,0.0
115,115.0,0.0
75,75.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
125,125.76923076923077,-0.7692307692307736
125,125.76923076923077,-0.7692307692307736
125,125.76923076923077,-0.7692307692307736
70,70.3,-0.29999999999999716
70,70.3,-0.29999999999999716
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
85,84.9390243902439,0.06097560975609895
85,84.9390243902439,0.06097560975609895
85,84.9390243902439,0.06097560975609895
85,84.9390243902439,0.06097560975609895
85,84.9390243902439,0.06097560975609895
85,84.9390243902439,0.06097560975609895
85,84.9390243902439,0.06097560975609895
85,84.9390243902439,0.06097560975609895
85,84.9390243902439,0.06097560975609895
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
75,75.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
70,70.0,0.0
70,70.0,0.0
70,70.0,0.0
70,70.0,0.0
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
80,74.4578313253012,5.5421686746988
80,74.4578313253012,5.5421686746988
80,74.4578313253012,5.5421686746988
80,74.4578313253012,5.5421686746988
80,74.4578313253012,5.5421686746988
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
70,74.4578313253012,-4.4578313253012
85,85.78125,-0.78125
85,85.78125,-0.78125
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
100,100.0,0.0
19,19.0,0.0
19,19.0,0.0
19,19.0,0.0
60,60.11904761904762,-0.1190476190476204
145,145.0,0.0
145,145.0,0.0
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
50,50.0,0.0
50,50.0,0.0
65,65.0,0.0
90,90.0,0.0
65,65.0,0.0
75,75.0,0.0
95,95.0,0.0
130,130.0,0.0
130,130.0,0.0
130,130.0,0.0
115,115.0,0.0
115,115.0,0.0
115,115.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
145,145.0,0.0
75,75.45751633986929,-0.4575163398692865
75,75.45751633986929,-0.4575163398692865
75,75.45751633986929,-0.4575163398692865
75,75.45751633986929,-0.4575163398692865
75,75.45751633986929,-0.4575163398692865
75,75.45751633986929,-0.4575163398692865
75,75.45751633986929,-0.4575163398692865
75,75.45751633986929,-0.4575163398692865
75,75.45751633986929,-0.4575163398692865
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
115,115.0,0.0
110,110.0,0.0
55,55.0,0.0
55,55.0,0.0
55,55.0,0.0
55,55.0,0.0
55,55.0,0.0
55,55.0,0.0
130,130.65217391304347,-0.6521739130434696
130,130.65217391304347,-0.6521739130434696
130,130.65217391304347,-0.6521739130434696
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
125,121.93548387096774,3.0645161290322562
110,110.0,0.0
110,110.0,0.0
60,60.0,0.0
85,79.48148148148148,5.518518518518519
85,79.48148148148148,5.518518518518519
85,79.48148148148148,5.518518518518519
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
135,135.0,0.0
125,125.0,0.0
125,125.0,0.0
125,125.0,0.0
24,24.0,0.0
95,97.98245614035088,-2.9824561403508767
95,97.98245614035088,-2.9824561403508767
120,118.92857142857143,1.0714285714285694
120,118.92857142857143,1.0714285714285694
120,118.92857142857143,1.0714285714285694
120,118.92857142857143,1.0714285714285694
120,118.92857142857143,1.0714285714285694
120,118.92857142857143,1.0714285714285694
70,69.43037974683544,0.5696202531645582
70,69.43037974683544,0.5696202531645582
70,69.43037974683544,0.5696202531645582
70,69.43037974683544,0.5696202531645582
70,69.43037974683544,0.5696202531645582
70,69.43037974683544,0.5696202531645582
70,69.43037974683544,0.5696202531645582
70,69.43037974683544,0.5696202531645582
