Delivery_Time,prediction,Residuals
32,32.0,0.0
55,55.0,0.0
140,140.0,0.0
105,116.82539682539682,-11.825396825396822
145,140.0,5.0
145,140.0,5.0
100,100.0,0.0
135,133.53932584269663,1.460674157303373
110,110.0,0.0
105,105.0,0.0
155,155.0,0.0
155,155.0,0.0
155,155.0,0.0
29,29.0,0.0
29,29.0,0.0
105,105.0,0.0
215,206.85714285714286,8.142857142857139
160,160.0,0.0
165,165.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
60,60.0,0.0
55,55.0,0.0
100,98.92344497607655,1.0765550239234472
100,98.92344497607655,1.0765550239234472
100,98.92344497607655,1.0765550239234472
100,98.92344497607655,1.0765550239234472
100,98.92344497607655,1.0765550239234472
29,29.0,0.0
29,29.0,0.0
29,29.0,0.0
29,29.0,0.0
29,29.0,0.0
29,29.0,0.0
29,29.0,0.0
29,29.0,0.0
110,110.0,0.0
160,160.0,0.0
160,160.0,0.0
175,175.0,0.0
175,175.0,0.0
175,175.0,0.0
95,98.92344497607655,-3.923444976076553
170,168.15217391304347,1.8478260869565304
33,33.0,0.0
50,50.0,0.0
110,110.0,0.0
170,146.71610169491527,23.283898305084733
145,144.28571428571428,0.7142857142857224
145,144.28571428571428,0.7142857142857224
145,144.28571428571428,0.7142857142857224
140,140.0,0.0
140,140.0,0.0
25,25.0,0.0
95,99.16017316017316,-4.160173160173159
105,103.24175824175825,1.758241758241752
105,103.24175824175825,1.758241758241752
105,103.24175824175825,1.758241758241752
105,103.24175824175825,1.758241758241752
105,103.24175824175825,1.758241758241752
140,121.65467625899281,18.345323741007192
105,110.63192904656319,-5.631929046563187
105,110.63192904656319,-5.631929046563187
105,110.63192904656319,-5.631929046563187
105,110.63192904656319,-5.631929046563187
105,110.63192904656319,-5.631929046563187
105,110.63192904656319,-5.631929046563187
105,110.63192904656319,-5.631929046563187
105,110.63192904656319,-5.631929046563187
105,110.63192904656319,-5.631929046563187
190,144.28571428571428,45.71428571428572
110,110.0,0.0
155,155.0,0.0
85,85.0,0.0
160,160.0,0.0
160,160.0,0.0
130,130.0,0.0
85,85.0,0.0
60,60.0,0.0
150,150.0,0.0
155,145.0,10.0
155,145.0,10.0
145,79.93697478991596,65.06302521008404
70,70.0,0.0
80,80.0,0.0
80,80.0,0.0
130,145.28571428571428,-15.285714285714278
130,145.28571428571428,-15.285714285714278
130,145.28571428571428,-15.285714285714278
165,165.0,0.0
120,120.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
80,80.0,0.0
135,135.0,0.0
135,140.33333333333334,-5.333333333333343
65,65.54263565891473,-0.5426356589147332
140,146.71610169491527,-6.716101694915267
105,105.0,0.0
105,105.0,0.0
105,105.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
120,118.0,2.0
70,69.140625,0.859375
215,206.85714285714286,8.142857142857139
165,165.0,0.0
155,155.0,0.0
205,205.0,0.0
25,25.0,0.0
95,95.0,0.0
135,133.53932584269663,1.460674157303373
135,133.53932584269663,1.460674157303373
135,133.53932584269663,1.460674157303373
135,133.53932584269663,1.460674157303373
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
90,90.0,0.0
145,149.97113997113996,-4.971139971139962
145,149.97113997113996,-4.971139971139962
75,89.47368421052632,-14.473684210526315
110,104.41176470588235,5.588235294117652
110,104.41176470588235,5.588235294117652
95,95.0,0.0
135,142.91139240506328,-7.911392405063282
170,169.35114503816794,0.6488549618320576
170,169.35114503816794,0.6488549618320576
170,169.35114503816794,0.6488549618320576
170,169.35114503816794,0.6488549618320576
160,155.88135593220338,4.118644067796623
160,155.88135593220338,4.118644067796623
160,155.88135593220338,4.118644067796623
160,160.0,0.0
185,185.0,0.0
155,155.0,0.0
120,115.35714285714286,4.642857142857139
85,92.3170731707317,-7.317073170731703
31,31.0,0.0
31,31.0,0.0
150,139.16666666666666,10.833333333333343
150,139.16666666666666,10.833333333333343
150,139.16666666666666,10.833333333333343
125,125.0,0.0
115,115.0,0.0
60,60.0,0.0
60,60.0,0.0
130,130.0,0.0
130,130.0,0.0
150,150.0,0.0
130,131.42857142857142,-1.4285714285714164
95,95.67567567567568,-0.6756756756756772
95,95.67567567567568,-0.6756756756756772
16,16.0,0.0
16,16.0,0.0
65,65.0,0.0
65,65.0,0.0
160,184.27083333333334,-24.270833333333343
150,155.88135593220338,-5.881355932203377
150,155.88135593220338,-5.881355932203377
150,155.88135593220338,-5.881355932203377
150,155.88135593220338,-5.881355932203377
150,155.88135593220338,-5.881355932203377
150,155.88135593220338,-5.881355932203377
150,155.88135593220338,-5.881355932203377
150,155.88135593220338,-5.881355932203377
150,155.88135593220338,-5.881355932203377
195,195.0,0.0
195,195.0,0.0
135,95.0,40.0
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
135,133.88888888888889,1.1111111111111143
65,65.0,0.0
140,140.0,0.0
130,138.23788546255506,-8.237885462555056
130,138.23788546255506,-8.237885462555056
130,138.23788546255506,-8.237885462555056
150,150.0,0.0
95,95.0,0.0
95,95.0,0.0
105,104.47115384615384,0.5288461538461604
105,104.47115384615384,0.5288461538461604
125,125.0,0.0
125,131.42857142857142,-6.428571428571416
125,131.42857142857142,-6.428571428571416
90,90.0,0.0
145,145.0,0.0
29,29.0,0.0
27,27.0,0.0
115,115.0,0.0
125,149.97113997113996,-24.971139971139962
80,87.7,-7.700000000000003
80,87.7,-7.700000000000003
60,65.54263565891473,-5.542635658914733
60,65.54263565891473,-5.542635658914733
100,94.43661971830986,5.563380281690144
100,94.43661971830986,5.563380281690144
115,116.11111111111111,-1.1111111111111143
95,91.62650602409639,3.3734939759036138
95,91.62650602409639,3.3734939759036138
125,125.0,0.0
125,125.0,0.0
70,70.0,0.0
175,169.35114503816794,5.648854961832058
170,169.35114503816794,0.6488549618320576
150,150.0,0.0
150,150.0,0.0
155,157.95081967213116,-2.9508196721311606
155,157.95081967213116,-2.9508196721311606
165,162.75,2.25
170,170.0,0.0
170,170.0,0.0
165,165.0,0.0
125,149.97113997113996,-24.971139971139962
150,144.28571428571428,5.714285714285722
110,122.61513157894737,-12.61513157894737
65,65.0,0.0
65,65.0,0.0
65,65.0,0.0
100,100.0,0.0
85,99.16017316017316,-14.160173160173159
110,110.0,0.0
110,110.0,0.0
110,110.0,0.0
110,110.0,0.0
110,110.0,0.0
85,85.0,0.0
85,85.0,0.0
85,85.0,0.0
155,155.0,0.0
150,150.0,0.0
17,17.0,0.0
17,17.0,0.0
140,140.0,0.0
140,140.0,0.0
140,140.0,0.0
105,105.0,0.0
120,120.0,0.0
185,185.0,0.0
185,185.0,0.0
185,185.0,0.0
185,185.0,0.0
185,185.0,0.0
115,115.0,0.0
125,131.42857142857142,-6.428571428571416
125,131.42857142857142,-6.428571428571416
130,121.65467625899281,8.345323741007192
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
150,152.5,-2.5
170,170.0,0.0
100,103.14453125,-3.14453125
60,60.0,0.0
100,100.0,0.0
140,140.0,0.0
175,149.97113997113996,25.028860028860038
105,109.5,-4.5
75,75.0,0.0
75,75.0,0.0
135,157.95081967213116,-22.95081967213116
145,138.23788546255506,6.762114537444944
145,138.23788546255506,6.762114537444944
145,138.23788546255506,6.762114537444944
60,60.0,0.0
105,105.0,0.0
165,155.88135593220338,9.118644067796623
165,155.88135593220338,9.118644067796623
165,155.88135593220338,9.118644067796623
145,145.0,0.0
145,145.0,0.0
90,90.0,0.0
160,144.28571428571428,15.714285714285722
150,150.0,0.0
125,131.52777777777777,-6.5277777777777715
180,180.0,0.0
165,165.0,0.0
110,110.0,0.0
75,92.3170731707317,-17.317073170731703
55,55.0,0.0
65,65.0,0.0
65,65.0,0.0
130,130.0,0.0
130,130.0,0.0
130,149.97113997113996,-19.971139971139962
165,121.65467625899281,43.34532374100719
150,150.0,0.0
150,150.0,0.0
165,149.97113997113996,15.028860028860038
130,142.90419161676647,-12.904191616766468
135,144.28571428571428,-9.285714285714278
150,150.0,0.0
150,150.0,0.0
160,160.0,0.0
160,160.0,0.0
160,160.0,0.0
160,160.0,0.0
160,160.0,0.0
130,110.63192904656319,19.368070953436813
130,110.63192904656319,19.368070953436813
75,75.0,0.0
90,98.92344497607655,-8.923444976076553
160,149.97113997113996,10.028860028860038
190,190.0,0.0
190,190.0,0.0
75,75.0,0.0
75,75.0,0.0
170,149.97113997113996,20.028860028860038
170,149.97113997113996,20.028860028860038
90,90.0,0.0
90,90.0,0.0
60,60.0,0.0
60,60.0,0.0
160,160.0,0.0
160,160.0,0.0
160,160.0,0.0
65,65.0,0.0
33,33.0,0.0
135,121.65467625899281,13.345323741007192
65,65.0,0.0
160,163.33333333333334,-3.333333333333343
160,163.33333333333334,-3.333333333333343
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
90,90.0,0.0
90,90.0,0.0
180,180.0,0.0
180,180.0,0.0
180,180.0,0.0
180,180.0,0.0
180,180.0,0.0
180,180.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
50,50.0,0.0
145,138.8709677419355,6.1290322580645125
30,30.0,0.0
95,95.0,0.0
95,95.0,0.0
195,195.0,0.0
25,25.0,0.0
105,105.0,0.0
105,105.0,0.0
155,155.88135593220338,-0.8813559322033768
155,155.88135593220338,-0.8813559322033768
160,156.11111111111111,3.8888888888888857
160,156.11111111111111,3.8888888888888857
32,32.0,0.0
39,39.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
95,95.0,0.0
85,85.0,0.0
85,85.0,0.0
125,125.0,0.0
115,115.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
120,120.0,0.0
60,60.0,0.0
150,142.91139240506328,7.088607594936718
170,170.0,0.0
75,70.23076923076923,4.769230769230774
75,70.23076923076923,4.769230769230774
140,140.0,0.0
80,105.98591549295774,-25.985915492957744
155,155.0,0.0
155,155.0,0.0
105,104.47115384615384,0.5288461538461604
