Delivery_Time,prediction
32,32.0
55,55.0
140,140.0
105,116.82539682539682
145,140.0
145,140.0
100,100.0
135,133.53932584269663
110,110.0
105,105.0
155,155.0
155,155.0
155,155.0
29,29.0
29,29.0
105,105.0
215,206.85714285714286
160,160.0
165,165.0
60,60.0
60,60.0
60,60.0
60,60.0
60,60.0
60,60.0
55,55.0
100,98.92344497607655
100,98.92344497607655
100,98.92344497607655
100,98.92344497607655
100,98.92344497607655
29,29.0
29,29.0
29,29.0
29,29.0
29,29.0
29,29.0
29,29.0
29,29.0
110,110.0
160,160.0
160,160.0
175,175.0
175,175.0
175,175.0
95,98.92344497607655
170,168.15217391304347
33,33.0
50,50.0
110,110.0
170,146.71610169491527
145,144.28571428571428
145,144.28571428571428
145,144.28571428571428
140,140.0
140,140.0
25,25.0
95,99.16017316017316
105,103.24175824175825
105,103.24175824175825
105,103.24175824175825
105,103.24175824175825
105,103.24175824175825
140,121.65467625899281
105,110.63192904656319
105,110.63192904656319
105,110.63192904656319
105,110.63192904656319
105,110.63192904656319
105,110.63192904656319
105,110.63192904656319
105,110.63192904656319
105,110.63192904656319
190,144.28571428571428
110,110.0
155,155.0
85,85.0
160,160.0
160,160.0
130,130.0
85,85.0
60,60.0
150,150.0
155,145.0
155,145.0
145,79.93697478991596
70,70.0
80,80.0
80,80.0
130,145.28571428571428
130,145.28571428571428
130,145.28571428571428
165,165.0
120,120.0
80,80.0
80,80.0
80,80.0
80,80.0
80,80.0
80,80.0
80,80.0
135,135.0
135,140.33333333333334
65,65.54263565891473
140,146.71610169491527
105,105.0
105,105.0
105,105.0
90,90.0
90,90.0
90,90.0
120,118.0
70,69.140625
215,206.85714285714286
165,165.0
155,155.0
205,205.0
25,25.0
95,95.0
135,133.53932584269663
135,133.53932584269663
135,133.53932584269663
135,133.53932584269663
90,90.0
90,90.0
90,90.0
90,90.0
145,149.97113997113996
145,149.97113997113996
75,89.47368421052632
110,104.41176470588235
110,104.41176470588235
95,95.0
135,142.91139240506328
170,169.35114503816794
170,169.35114503816794
170,169.35114503816794
170,169.35114503816794
160,155.88135593220338
160,155.88135593220338
160,155.88135593220338
160,160.0
185,185.0
155,155.0
120,115.35714285714286
85,92.3170731707317
31,31.0
31,31.0
150,139.16666666666666
150,139.16666666666666
150,139.16666666666666
125,125.0
115,115.0
60,60.0
60,60.0
130,130.0
130,130.0
150,150.0
130,131.42857142857142
95,95.67567567567568
95,95.67567567567568
16,16.0
16,16.0
65,65.0
65,65.0
160,184.27083333333334
150,155.88135593220338
150,155.88135593220338
150,155.88135593220338
150,155.88135593220338
150,155.88135593220338
150,155.88135593220338
150,155.88135593220338
150,155.88135593220338
150,155.88135593220338
195,195.0
195,195.0
135,95.0
85,85.0
85,85.0
85,85.0
135,133.88888888888889
65,65.0
140,140.0
130,138.23788546255506
130,138.23788546255506
130,138.23788546255506
150,150.0
95,95.0
95,95.0
105,104.47115384615384
105,104.47115384615384
125,125.0
125,131.42857142857142
125,131.42857142857142
90,90.0
145,145.0
29,29.0
27,27.0
115,115.0
125,149.97113997113996
80,87.7
80,87.7
60,65.54263565891473
60,65.54263565891473
100,94.43661971830986
100,94.43661971830986
115,116.11111111111111
95,91.62650602409639
95,91.62650602409639
125,125.0
125,125.0
70,70.0
175,169.35114503816794
