Delivery_Time,prediction
185,185.0
15,15.0
15,15.0
15,15.0
85,85.0
65,65.0
65,65.0
65,65.0
130,123.01136363636364
115,115.0
115,111.19565217391305
95,95.0
95,95.0
90,90.0
90,90.0
90,90.0
90,90.0
80,80.0
140,140.0
140,140.0
120,120.0
100,100.0
100,100.0
80,80.0
145,132.21428571428572
85,75.0
95,100.5952380952381
95,95.0
95,95.0
95,95.0
85,85.0
85,85.0
85,85.0
55,55.0
135,135.0
145,145.0
105,101.25
105,101.25
28,28.0
28,28.0
75,75.0
75,75.0
145,145.0
145,145.0
110,110.0
130,130.0
105,105.0
105,105.0
55,55.0
55,55.0
55,55.0
80,80.0
85,85.0
85,85.0
85,85.0
75,75.0
75,75.0
18,18.0
85,83.6842105263158
50,50.0
90,90.0
90,90.0
90,90.0
140,132.21428571428572
140,132.21428571428572
145,145.0
145,145.0
50,50.0
70,74.19354838709677
70,74.19354838709677
90,90.0
120,120.0
120,120.0
85,86.36363636363636
75,75.0
75,75.0
95,95.0
95,95.0
95,95.0
100,100.0
100,100.0
80,80.0
65,65.0
65,65.0
50,50.0
85,85.0
85,85.0
85,83.125
85,83.125
85,83.125
90,90.0
90,90.0
90,90.0
90,90.0
95,89.75
65,64.0909090909091
100,103.33333333333333
80,80.0
145,132.82608695652175
145,132.82608695652175
15,15.0
90,90.0
90,74.19354838709677
90,74.19354838709677
85,89.05660377358491
85,89.05660377358491
85,89.05660377358491
85,89.05660377358491
85,85.0
75,83.6842105263158
75,83.6842105263158
125,125.0
105,105.0
70,70.0
70,70.0
70,70.0
50,68.72289156626506
80,80.0
110,110.0
14,14.0
14,14.0
90,85.0
55,55.0
55,55.0
75,75.0
75,75.0
75,75.0
75,75.0
75,75.0
75,75.0
75,75.0
90,90.0
90,90.0
85,84.04761904761905
105,105.0
60,74.19354838709677
80,80.0
80,80.0
95,95.0
130,130.0
50,50.0
85,85.0
85,85.0
110,110.0
95,95.0
95,95.0
95,95.0
75,76.60220994475138
125,125.0
125,125.0
80,80.0
80,80.0
55,61.666666666666664
60,68.72289156626506
135,135.0
135,135.0
135,135.0
135,135.0
70,70.0
85,85.0
85,85.0
55,75.83333333333333
110,112.6923076923077
115,114.28571428571429
115,114.28571428571429
95,95.0
115,114.0
115,114.0
95,95.0
95,95.0
95,95.0
100,100.0
85,84.04761904761905
85,83.6842105263158
85,83.6842105263158
15,15.0
55,55.0
55,55.0
85,74.19354838709677
85,74.19354838709677
120,119.5
70,83.6842105263158
135,135.0
125,126.97916666666667
60,60.333333333333336
105,105.0
75,75.0
75,75.0
65,65.0
90,90.0
90,90.0
75,75.0
95,95.0
95,95.0
70,70.0
70,70.0
70,70.0
16,16.0
16,16.0
16,16.0
11,11.0
85,84.81132075471699
85,84.81132075471699
85,84.81132075471699
75,76.60220994475138
60,60.0
75,80.0
80,83.6842105263158
80,83.6842105263158
100,100.0
120,116.97916666666667
120,116.97916666666667
120,120.0
120,120.0
120,120.0
135,135.0
60,60.0
125,125.0
125,125.0
130,130.0
60,74.19354838709677
21,21.0
105,106.94444444444444
90,90.0
90,90.0
90,90.0
80,80.0
80,80.0
80,80.0
85,85.0
75,76.25
145,132.0
145,132.0
65,68.19383259911895
65,68.19383259911895
75,75.0
75,75.0
70,68.19383259911895
70,68.19383259911895
70,68.19383259911895
65,61.666666666666664
65,61.666666666666664
90,88.33333333333333
90,88.33333333333333
80,80.0
80,80.0
125,126.97916666666667
130,125.48387096774194
70,68.19383259911895
90,90.0
135,125.48387096774194
80,80.0
80,80.0
10,10.0
10,10.0
100,100.0
85,85.0
130,125.48387096774194
95,95.0
60,68.72289156626506
85,85.0
18,18.0
18,18.0
15,15.0
15,15.0
15,15.0
15,15.0
50,50.0
50,50.0
50,50.0
50,50.0
80,76.60220994475138
80,76.60220994475138
80,76.60220994475138
100,100.0
90,90.0
80,80.0
50,50.0
120,107.5
100,100.0
100,100.0
100,100.0
16,16.0
16,16.0
16,16.0
50,63.125
145,145.0
145,145.0
26,26.0
26,26.0
26,26.0
85,85.0
85,85.0
90,90.0
90,90.0
90,90.0
90,90.0
